datetime,V_COMP,U_COMP,LATITUDE,LONGITUDE
8/1/2018 10:00,2.633928571,29.5,13.754,100.5014
8/1/2018 11:00,2.633928571,29.5,13.754,100.5014
8/1/2018 12:00,2.633928571,29.5,13.754,100.5014
8/1/2018 13:00,2.8125,31.5,13.754,100.5014
8/1/2018 14:00,2.8125,31.5,13.754,100.5014
8/1/2018 15:00,2.8125,31.5,13.754,100.5014
8/1/2018 16:00,2.839285714,31.8,13.754,100.5014
8/1/2018 17:00,2.839285714,31.8,13.754,100.5014
8/1/2018 18:00,2.839285714,31.8,13.754,100.5014
8/1/2018 19:00,2.651785714,29.7,13.754,100.5014
8/1/2018 20:00,2.651785714,29.7,13.754,100.5014
8/1/2018 21:00,2.651785714,29.7,13.754,100.5014
8/1/2018 22:00,2.580357143,28.9,13.754,100.5014
8/1/2018 23:00,2.580357143,28.9,13.754,100.5014
9/1/2018 00:00,2.580357143,28.9,13.754,100.5014
9/1/2018 01:00,2.517857143,28.2,13.754,100.5014
9/1/2018 02:00,2.517857143,28.2,13.754,100.5014
9/1/2018 03:00,2.517857143,28.2,13.754,100.5014
9/1/2018 04:00,2.473214286,27.7,13.754,100.5014
9/1/2018 05:00,2.473214286,27.7,13.754,100.5014
9/1/2018 06:00,2.473214286,27.7,13.754,100.5014
9/1/2018 07:00,2.4375,27.3,13.754,100.5014
9/1/2018 08:00,2.4375,27.3,13.754,100.5014
9/1/2018 09:00,2.4375,27.3,13.754,100.5014
9/1/2018 10:00,2.758928571,30.9,13.754,100.5014
9/1/2018 11:00,2.758928571,30.9,13.754,100.5014
9/1/2018 12:00,2.758928571,30.9,13.754,100.5014
9/1/2018 13:00,3.026785714,33.9,13.754,100.5014
9/1/2018 14:00,3.026785714,33.9,13.754,100.5014
9/1/2018 15:00,3.026785714,33.9,13.754,100.5014
9/1/2018 16:00,2.973214286,33.3,13.754,100.5014
9/1/2018 17:00,2.973214286,33.3,13.754,100.5014
9/1/2018 18:00,2.973214286,33.3,13.754,100.5014
9/1/2018 19:00,2.767857143,31,13.754,100.5014
9/1/2018 20:00,2.767857143,31,13.754,100.5014
9/1/2018 21:00,2.767857143,31,13.754,100.5014
9/1/2018 22:00,2.660714286,29.8,13.754,100.5014
9/1/2018 23:00,2.660714286,29.8,13.754,100.5014
10/1/2018 00:00,2.660714286,29.8,13.754,100.5014
10/1/2018 01:00,2.5625,28.7,13.754,100.5014
10/1/2018 02:00,2.5625,28.7,13.754,100.5014
10/1/2018 03:00,2.5625,28.7,13.754,100.5014
10/1/2018 04:00,2.517857143,28.2,13.754,100.5014
10/1/2018 05:00,2.517857143,28.2,13.754,100.5014
10/1/2018 06:00,2.517857143,28.2,13.754,100.5014
10/1/2018 07:00,2.401785714,26.9,13.754,100.5014
10/1/2018 08:00,2.401785714,26.9,13.754,100.5014
10/1/2018 09:00,2.401785714,26.9,13.754,100.5014
10/1/2018 10:00,2.410714286,27,13.754,100.5014
10/1/2018 11:00,2.410714286,27,13.754,100.5014
10/1/2018 12:00,2.410714286,27,13.754,100.5014
10/1/2018 13:00,2.544642857,28.5,13.754,100.5014
10/1/2018 14:00,2.544642857,28.5,13.754,100.5014
10/1/2018 15:00,2.544642857,28.5,13.754,100.5014
10/1/2018 16:00,2.6875,30.1,13.754,100.5014
10/1/2018 17:00,2.6875,30.1,13.754,100.5014
10/1/2018 18:00,2.6875,30.1,13.754,100.5014
10/1/2018 19:00,2.276785714,25.5,13.754,100.5014
10/1/2018 20:00,2.276785714,25.5,13.754,100.5014
10/1/2018 21:00,2.276785714,25.5,13.754,100.5014
10/1/2018 22:00,2.303571429,25.8,13.754,100.5014
10/1/2018 23:00,2.303571429,25.8,13.754,100.5014
11/1/2018 00:00,2.303571429,25.8,13.754,100.5014
11/1/2018 01:00,2.285714286,25.6,13.754,100.5014
11/1/2018 02:00,2.285714286,25.6,13.754,100.5014
11/1/2018 03:00,2.285714286,25.6,13.754,100.5014
11/1/2018 04:00,2.232142857,25,13.754,100.5014
11/1/2018 05:00,2.232142857,25,13.754,100.5014
11/1/2018 06:00,2.232142857,25,13.754,100.5014
11/1/2018 07:00,2.151785714,24.1,13.754,100.5014
11/1/2018 08:00,2.151785714,24.1,13.754,100.5014
11/1/2018 09:00,2.151785714,24.1,13.754,100.5014
11/1/2018 10:00,2.1875,24.5,13.754,100.5014
11/1/2018 11:00,2.1875,24.5,13.754,100.5014
11/1/2018 12:00,2.1875,24.5,13.754,100.5014
11/1/2018 13:00,2.339285714,26.2,13.754,100.5014
11/1/2018 14:00,2.339285714,26.2,13.754,100.5014
11/1/2018 15:00,2.339285714,26.2,13.754,100.5014
11/1/2018 16:00,2.5625,28.7,13.754,100.5014
11/1/2018 17:00,2.5625,28.7,13.754,100.5014
11/1/2018 18:00,2.5625,28.7,13.754,100.5014
11/1/2018 19:00,2.357142857,26.4,13.754,100.5014
11/1/2018 20:00,2.357142857,26.4,13.754,100.5014
11/1/2018 21:00,2.357142857,26.4,13.754,100.5014
11/1/2018 22:00,2.357142857,26.4,13.754,100.5014
11/1/2018 23:00,2.357142857,26.4,13.754,100.5014
12/1/2018 00:00,2.357142857,26.4,13.754,100.5014
12/1/2018 01:00,2.1875,24.5,13.754,100.5014
12/1/2018 02:00,2.1875,24.5,13.754,100.5014
12/1/2018 03:00,2.1875,24.5,13.754,100.5014
12/1/2018 04:00,2.0625,23.1,13.754,100.5014
12/1/2018 05:00,2.0625,23.1,13.754,100.5014
12/1/2018 06:00,2.0625,23.1,13.754,100.5014
12/1/2018 07:00,2.008928571,22.5,13.754,100.5014
12/1/2018 08:00,2.008928571,22.5,13.754,100.5014
12/1/2018 09:00,2.008928571,22.5,13.754,100.5014
12/1/2018 10:00,2.205357143,24.7,13.754,100.5014
12/1/2018 11:00,2.205357143,24.7,13.754,100.5014
12/1/2018 12:00,2.205357143,24.7,13.754,100.5014
12/1/2018 13:00,2.321428571,26,13.754,100.5014
12/1/2018 14:00,2.321428571,26,13.754,100.5014
12/1/2018 15:00,2.321428571,26,13.754,100.5014
12/1/2018 16:00,2.482142857,27.8,13.754,100.5014
12/1/2018 17:00,2.482142857,27.8,13.754,100.5014
12/1/2018 18:00,2.482142857,27.8,13.754,100.5014
12/1/2018 19:00,2.303571429,25.8,13.754,100.5014
12/1/2018 20:00,2.303571429,25.8,13.754,100.5014
12/1/2018 21:00,2.303571429,25.8,13.754,100.5014
12/1/2018 22:00,2.1875,24.5,13.754,100.5014
12/1/2018 23:00,2.1875,24.5,13.754,100.5014
13/1/2018 00:00,2.1875,24.5,13.754,100.5014
13/1/2018 01:00,1.991071429,22.3,13.754,100.5014
13/1/2018 02:00,1.991071429,22.3,13.754,100.5014
13/1/2018 03:00,1.991071429,22.3,13.754,100.5014
13/1/2018 04:00,1.883928571,21.1,13.754,100.5014
13/1/2018 05:00,1.883928571,21.1,13.754,100.5014
13/1/2018 06:00,1.883928571,21.1,13.754,100.5014
13/1/2018 07:00,1.803571429,20.2,13.754,100.5014
13/1/2018 08:00,1.803571429,20.2,13.754,100.5014
13/1/2018 09:00,1.803571429,20.2,13.754,100.5014
13/1/2018 10:00,2.044642857,22.9,13.754,100.5014
13/1/2018 11:00,2.044642857,22.9,13.754,100.5014
13/1/2018 12:00,2.044642857,22.9,13.754,100.5014
13/1/2018 13:00,2.348214286,26.3,13.754,100.5014
13/1/2018 14:00,2.348214286,26.3,13.754,100.5014
13/1/2018 15:00,2.348214286,26.3,13.754,100.5014
13/1/2018 16:00,2.491071429,27.9,13.754,100.5014
13/1/2018 17:00,2.491071429,27.9,13.754,100.5014
13/1/2018 18:00,2.491071429,27.9,13.754,100.5014
13/1/2018 19:00,2.25,25.2,13.754,100.5014
13/1/2018 20:00,2.25,25.2,13.754,100.5014
13/1/2018 21:00,2.25,25.2,13.754,100.5014
13/1/2018 22:00,2.151785714,24.1,13.754,100.5014
13/1/2018 23:00,2.151785714,24.1,13.754,100.5014
14/1/2018 00:00,2.151785714,24.1,13.754,100.5014
14/1/2018 01:00,2.008928571,22.5,13.754,100.5014
14/1/2018 02:00,2.008928571,22.5,13.754,100.5014
14/1/2018 03:00,2.008928571,22.5,13.754,100.5014
14/1/2018 04:00,1.928571429,21.6,13.754,100.5014
14/1/2018 05:00,1.928571429,21.6,13.754,100.5014
14/1/2018 06:00,1.928571429,21.6,13.754,100.5014
14/1/2018 07:00,1.866071429,20.9,13.754,100.5014
14/1/2018 08:00,1.866071429,20.9,13.754,100.5014
14/1/2018 09:00,1.866071429,20.9,13.754,100.5014
14/1/2018 10:00,2.232142857,25,13.754,100.5014
14/1/2018 11:00,2.232142857,25,13.754,100.5014
14/1/2018 12:00,2.232142857,25,13.754,100.5014
14/1/2018 13:00,2.482142857,27.8,13.754,100.5014
14/1/2018 14:00,2.482142857,27.8,13.754,100.5014
14/1/2018 15:00,2.482142857,27.8,13.754,100.5014
14/1/2018 16:00,2.616071429,29.3,13.754,100.5014
14/1/2018 17:00,2.616071429,29.3,13.754,100.5014
14/1/2018 18:00,2.616071429,29.3,13.754,100.5014
14/1/2018 19:00,2.401785714,26.9,13.754,100.5014
14/1/2018 20:00,2.401785714,26.9,13.754,100.5014
14/1/2018 21:00,2.401785714,26.9,13.754,100.5014
14/1/2018 22:00,2.3125,25.9,13.754,100.5014
14/1/2018 23:00,2.3125,25.9,13.754,100.5014
15/1/2018 00:00,2.3125,25.9,13.754,100.5014
15/1/2018 01:00,2.1875,24.5,13.754,100.5014
15/1/2018 02:00,2.1875,24.5,13.754,100.5014
15/1/2018 03:00,2.1875,24.5,13.754,100.5014
15/1/2018 04:00,2.080357143,23.3,13.754,100.5014
15/1/2018 05:00,2.080357143,23.3,13.754,100.5014
15/1/2018 06:00,2.080357143,23.3,13.754,100.5014
15/1/2018 07:00,1.982142857,22.2,13.754,100.5014
15/1/2018 08:00,1.982142857,22.2,13.754,100.5014
15/1/2018 09:00,1.982142857,22.2,13.754,100.5014
15/1/2018 10:00,2.276785714,25.5,13.754,100.5014
15/1/2018 11:00,2.276785714,25.5,13.754,100.5014
15/1/2018 12:00,2.276785714,25.5,13.754,100.5014
15/1/2018 13:00,2.598214286,29.1,13.754,100.5014
15/1/2018 14:00,2.598214286,29.1,13.754,100.5014
15/1/2018 15:00,2.598214286,29.1,13.754,100.5014
15/1/2018 16:00,2.669642857,29.9,13.754,100.5014
15/1/2018 17:00,2.669642857,29.9,13.754,100.5014
15/1/2018 18:00,2.669642857,29.9,13.754,100.5014
15/1/2018 19:00,2.4375,27.3,13.754,100.5014
15/1/2018 20:00,2.4375,27.3,13.754,100.5014
15/1/2018 21:00,2.4375,27.3,13.754,100.5014
15/1/2018 22:00,2.357142857,26.4,13.754,100.5014
15/1/2018 23:00,2.357142857,26.4,13.754,100.5014
16/1/2018 00:00,2.357142857,26.4,13.754,100.5014
16/1/2018 01:00,2.25,25.2,13.754,100.5014
16/1/2018 02:00,2.25,25.2,13.754,100.5014
16/1/2018 03:00,2.25,25.2,13.754,100.5014
16/1/2018 04:00,2.223214286,24.9,13.754,100.5014
16/1/2018 05:00,2.223214286,24.9,13.754,100.5014
16/1/2018 06:00,2.223214286,24.9,13.754,100.5014
16/1/2018 07:00,2.125,23.8,13.754,100.5014
16/1/2018 08:00,2.125,23.8,13.754,100.5014
16/1/2018 09:00,2.125,23.8,13.754,100.5014
16/1/2018 10:00,2.428571429,27.2,13.754,100.5014
16/1/2018 11:00,2.428571429,27.2,13.754,100.5014
16/1/2018 12:00,2.428571429,27.2,13.754,100.5014
16/1/2018 13:00,2.75,30.8,13.754,100.5014
16/1/2018 14:00,2.75,30.8,13.754,100.5014
16/1/2018 15:00,2.75,30.8,13.754,100.5014
16/1/2018 16:00,2.839285714,31.8,13.754,100.5014
16/1/2018 17:00,2.839285714,31.8,13.754,100.5014
16/1/2018 18:00,2.839285714,31.8,13.754,100.5014
16/1/2018 19:00,2.625,29.4,13.754,100.5014
16/1/2018 20:00,2.625,29.4,13.754,100.5014
16/1/2018 21:00,2.625,29.4,13.754,100.5014
16/1/2018 22:00,2.553571429,28.6,13.754,100.5014
16/1/2018 23:00,2.553571429,28.6,13.754,100.5014
17/1/2018 00:00,2.553571429,28.6,13.754,100.5014
17/1/2018 01:00,2.419642857,27.1,13.754,100.5014
17/1/2018 02:00,2.419642857,27.1,13.754,100.5014
17/1/2018 03:00,2.419642857,27.1,13.754,100.5014
17/1/2018 04:00,2.321428571,26,13.754,100.5014
17/1/2018 05:00,2.321428571,26,13.754,100.5014
17/1/2018 06:00,2.321428571,26,13.754,100.5014
17/1/2018 07:00,2.267857143,25.4,13.754,100.5014
17/1/2018 08:00,2.267857143,25.4,13.754,100.5014
17/1/2018 09:00,2.267857143,25.4,13.754,100.5014
17/1/2018 10:00,2.589285714,29,13.754,100.5014
17/1/2018 11:00,2.589285714,29,13.754,100.5014
17/1/2018 12:00,2.589285714,29,13.754,100.5014
17/1/2018 13:00,2.883928571,32.3,13.754,100.5014
17/1/2018 14:00,2.883928571,32.3,13.754,100.5014
17/1/2018 15:00,2.883928571,32.3,13.754,100.5014
17/1/2018 16:00,2.928571429,32.8,13.754,100.5014
17/1/2018 17:00,2.928571429,32.8,13.754,100.5014
17/1/2018 18:00,2.928571429,32.8,13.754,100.5014
17/1/2018 19:00,2.696428571,30.2,13.754,100.5014
17/1/2018 20:00,2.696428571,30.2,13.754,100.5014
17/1/2018 21:00,2.696428571,30.2,13.754,100.5014
17/1/2018 22:00,2.633928571,29.5,13.754,100.5014
17/1/2018 23:00,2.633928571,29.5,13.754,100.5014
18/1/2018 00:00,2.633928571,29.5,13.754,100.5014
18/1/2018 01:00,2.491071429,27.9,13.754,100.5014
18/1/2018 02:00,2.491071429,27.9,13.754,100.5014
18/1/2018 03:00,2.491071429,27.9,13.754,100.5014
18/1/2018 04:00,2.401785714,26.9,13.754,100.5014
18/1/2018 05:00,2.401785714,26.9,13.754,100.5014
18/1/2018 06:00,2.401785714,26.9,13.754,100.5014
18/1/2018 07:00,2.321428571,26,13.754,100.5014
18/1/2018 08:00,2.321428571,26,13.754,100.5014
18/1/2018 09:00,2.321428571,26,13.754,100.5014
18/1/2018 10:00,2.660714286,29.8,13.754,100.5014
18/1/2018 11:00,2.660714286,29.8,13.754,100.5014
18/1/2018 12:00,2.660714286,29.8,13.754,100.5014
18/1/2018 13:00,2.928571429,32.8,13.754,100.5014
18/1/2018 14:00,2.928571429,32.8,13.754,100.5014
18/1/2018 15:00,2.928571429,32.8,13.754,100.5014
18/1/2018 16:00,3,33.6,13.754,100.5014
18/1/2018 17:00,3,33.6,13.754,100.5014
18/1/2018 18:00,3,33.6,13.754,100.5014
18/1/2018 19:00,2.723214286,30.5,13.754,100.5014
18/1/2018 20:00,2.723214286,30.5,13.754,100.5014
18/1/2018 21:00,2.723214286,30.5,13.754,100.5014
18/1/2018 22:00,2.633928571,29.5,13.754,100.5014
18/1/2018 23:00,2.633928571,29.5,13.754,100.5014
19/1/2018 00:00,2.633928571,29.5,13.754,100.5014
19/1/2018 01:00,2.535714286,28.4,13.754,100.5014
19/1/2018 02:00,2.535714286,28.4,13.754,100.5014
19/1/2018 03:00,2.535714286,28.4,13.754,100.5014
19/1/2018 04:00,2.428571429,27.2,13.754,100.5014
19/1/2018 05:00,2.428571429,27.2,13.754,100.5014
19/1/2018 06:00,2.428571429,27.2,13.754,100.5014
19/1/2018 07:00,2.348214286,26.3,13.754,100.5014
19/1/2018 08:00,2.348214286,26.3,13.754,100.5014
19/1/2018 09:00,2.348214286,26.3,13.754,100.5014
19/1/2018 10:00,2.678571429,30,13.754,100.5014
19/1/2018 11:00,2.678571429,30,13.754,100.5014
19/1/2018 12:00,2.678571429,30,13.754,100.5014
19/1/2018 13:00,2.991071429,33.5,13.754,100.5014
19/1/2018 14:00,2.991071429,33.5,13.754,100.5014
19/1/2018 15:00,2.991071429,33.5,13.754,100.5014
19/1/2018 16:00,3.071428571,34.4,13.754,100.5014
19/1/2018 17:00,3.071428571,34.4,13.754,100.5014
19/1/2018 18:00,3.071428571,34.4,13.754,100.5014
19/1/2018 19:00,2.776785714,31.1,13.754,100.5014
19/1/2018 20:00,2.776785714,31.1,13.754,100.5014
19/1/2018 21:00,2.776785714,31.1,13.754,100.5014
19/1/2018 22:00,2.6875,30.1,13.754,100.5014
19/1/2018 23:00,2.6875,30.1,13.754,100.5014
20/1/2018 00:00,2.6875,30.1,13.754,100.5014
20/1/2018 01:00,2.553571429,28.6,13.754,100.5014
20/1/2018 02:00,2.553571429,28.6,13.754,100.5014
20/1/2018 03:00,2.553571429,28.6,13.754,100.5014
20/1/2018 04:00,2.464285714,27.6,13.754,100.5014
20/1/2018 05:00,2.464285714,27.6,13.754,100.5014
20/1/2018 06:00,2.464285714,27.6,13.754,100.5014
20/1/2018 07:00,2.375,26.6,13.754,100.5014
20/1/2018 08:00,2.375,26.6,13.754,100.5014
20/1/2018 09:00,2.375,26.6,13.754,100.5014
20/1/2018 10:00,2.714285714,30.4,13.754,100.5014
20/1/2018 11:00,2.714285714,30.4,13.754,100.5014
20/1/2018 12:00,2.714285714,30.4,13.754,100.5014
20/1/2018 13:00,2.991071429,33.5,13.754,100.5014
20/1/2018 14:00,2.991071429,33.5,13.754,100.5014
